id,imdb_id,original_language,original_title,release_date,title,video
4024,tt0054632,fr,L'Année dernière à Marienbad,1961-05-25,Last Year at Marienbad,FALSE
11316,tt0067372,en,The Tragedy of Macbeth,1971-10-13,The Tragedy of Macbeth,FALSE
3089,tt0040724,en,Red River,1948-08-26,Red River,FALSE
29845,tt0072417,en,A Woman Under the Influence,1974-09-19,A Woman Under the Influence,FALSE
995,tt0031971,en,Stagecoach,1939-03-02,Stagecoach,FALSE
1594,tt0058586,en,A Shot in the Dark,1964-06-23,A Shot in the Dark,FALSE
32318,tt0015163,en,The Navigator,1924-10-13,The Navigator,FALSE
11839,tt0049096,en,The Court Jester,1955-12-24,The Court Jester,FALSE
916,tt0062765,en,Bullitt,1968-10-17,Bullitt,FALSE
31509,tt0011841,en,Way Down East,1920-09-03,Way Down East,FALSE
1976,tt0030287,en,Jezebel,1938-03-19,Jezebel,FALSE
31685,tt0031455,en,The Hunchback of Notre Dame,1939-12-29,The Hunchback of Notre Dame,FALSE
3062,tt0024034,en,42nd Street,1933-02-02,42nd Street,FALSE
34456,tt0024166,en,I'm No Angel,1933-10-06,I'm No Angel,FALSE
12708,tt0056575,en,That Touch of Mink,1962-06-14,That Touch of Mink,FALSE
42045,tt0090110,en,Sweet Dreams,1985-10-02,Sweet Dreams,FALSE
11610,tt0069097,en,"Play It Again, Sam",1972-05-04,"Play It Again, Sam",FALSE
4939,tt0058571,en,Send Me No Flowers,1964-10-14,Send Me No Flowers,FALSE
25016,tt0030637,en,Pygmalion,1938-10-06,Pygmalion,FALSE
15927,tt0087892,en,A Passage to India,1984-12-14,A Passage to India,FALSE
40423,tt0053146,pt,Orfeu Negro,1959-01-01,Black Orpheus,FALSE
7857,tt0071129,it,Amarcord,1973-12-13,Amarcord,FALSE
79,tt0299977,zh,英雄,2002-12-19,Hero,FALSE
13912,tt0023027,en,Horse Feathers,1932-08-19,Horse Feathers,FALSE
70881,tt0026071,en,Anna Karenina,1935-08-30,Anna Karenina,FALSE
987,tt0071524,en,The Front Page,1974-12-01,The Front Page,FALSE
65869,tt0238627,en,Attraction,2001-04-22,Attraction,FALSE
37749,tt0076327,en,Looking for Mr. Goodbar,1977-10-19,Looking for Mr. Goodbar,FALSE
30140,tt0307385,en,Rivers and Tides,2001-02-13,Rivers and Tides,FALSE
33302,tt0240149,fr,Une hirondelle a fait le printemps,2001-09-05,The Girl from Paris,FALSE
46932,tt0042949,en,Seven Days to Noon,1950-10-30,Seven Days to Noon,FALSE
81,tt0087544,ja,風の谷のナウシカ,1984-03-11,Nausicaä of the Valley of the Wind,FALSE
70423,tt0104027,en,CrissCross,1992-05-08,CrissCross,FALSE
11821,tt0101745,en,Doc Hollywood,1991-08-02,Doc Hollywood,FALSE
10023,tt0092925,en,Dragnet,1987-06-25,Dragnet,FALSE
51036,tt0100087,en,MadHouse,1990-02-16,MadHouse,FALSE
11519,tt0078723,en,1941,1979-12-13,1941,FALSE
72087,tt0193854,en,A Shot at Glory,2000-05-03,A Shot at Glory,FALSE
42238,tt0074972,fr,La victoire en chantant,1976-01-01,Black and White in Color,FALSE
15659,tt0077578,en,Foul Play,1978-07-14,Foul Play,FALSE
18857,tt0108656,cn,重案組,1993-06-24,Crime Story,FALSE
33517,tt0114086,fr,Al di là delle nuvole,1995-06-06,Beyond the Clouds,FALSE
27425,tt0140384,ja,盲獣,1969-01-25,Blind Beast,FALSE
38953,tt0066319,en,Ryan's Daughter,1970-12-09,Ryan's Daughter,FALSE
74544,tt0061328,en,Accident,1967-02-05,Accident,FALSE
41785,tt0101529,es,Cabeza de Vaca,1991-10-11,Cabeza de Vaca,FALSE
42740,tt0059043,en,The Collector,1965-06-17,The Collector,FALSE
20126,tt0073582,it,Profondo Rosso,1975-03-07,Deep Red,FALSE
827,tt0046911,fr,Les diaboliques,1955-01-29,Diabolique,FALSE
11811,tt0107387,en,Leprechaun,1993-01-08,Leprechaun,FALSE
20043,tt0093207,ja,王立宇宙軍 オネアミスの翼,1987-03-14,Royal Space Force - The Wings Of Honneamise,FALSE
16814,tt0099316,en,Crazy People,1990-04-13,Crazy People,FALSE
4368,tt0326820,en,Dark Wolf,2003-04-15,Dark Wolf,FALSE
25431,tt0041090,en,Adam's Rib,1949-11-18,Adam's Rib,FALSE
17685,tt0060908,fr,Le roi de cœur,1966-12-21,King of Hearts,FALSE
2742,tt0102511,en,Naked Lunch,1991-12-27,Naked Lunch,FALSE
22010,tt0214730,en,Grass,1999-09-15,Grass,FALSE
51145,tt0156096,en,Spring Forward,1999-09-01,Spring Forward,FALSE
32040,tt0074749,en,The Killing of a Chinese Bookie,1976-02-15,The Killing of a Chinese Bookie,FALSE
48129,tt0102818,en,Run,1991-02-01,Run,FALSE
3596,tt0028358,en,Things to Come,1936-02-20,Things to Come,FALSE
120637,tt0098153,en,Queen of Hearts,1989-10-01,Queen of Hearts,FALSE
24134,tt0059084,en,Darling,1965-08-03,Darling,FALSE
18904,tt0053320,en,A Summer Place,1959-11-18,A Summer Place,FALSE
37719,tt0026778,en,A Night at the Opera,1935-11-08,A Night at the Opera,FALSE
47364,tt0085935,en,Metalstorm: The Destruction of Jared-Syn,1983-08-19,Metalstorm: The Destruction of Jared-Syn,FALSE
9063,tt0087280,en,Forbrydelsens element,1984-05-18,The Element of Crime,FALSE
1818,tt0054389,fr,Tirez sur le pianiste,1960-10-21,Shoot the Piano Player,FALSE
255,tt0062695,fr,Baisers volés,1968-08-13,Stolen Kisses,FALSE
10744,tt0318374,en,The Cooler,2003-01-17,The Cooler,FALSE
83505,tt0315850,es,El Bonaerense,2002-09-19,El Bonaerense,FALSE
10511,tt0298845,en,In America,2003-10-31,In America,FALSE
180399,tt0354696,en,The Legend of Leigh Bowery,2002-04-13,The Legend of Leigh Bowery,FALSE
22289,tt0342804,en,My Flesh and Blood,2003-01-17,My Flesh and Blood,FALSE
10028,tt0322589,en,Honey,2003-11-24,Honey,FALSE
616,tt0325710,en,The Last Samurai,2003-12-05,The Last Samurai,FALSE
288953,tt0329094,en,Forget Baghdad: Jews and Arabs - The Iraqi Connection,2002-01-01,Forget Baghdad: Jews and Arabs - The Iraqi Connection,FALSE
96393,tt0343172,en,What Alice Found,2003-01-25,What Alice Found,FALSE
587,tt0319061,en,Big Fish,2003-12-25,Big Fish,FALSE
21542,tt0337592,en,Love Don't Cost a Thing,2003-12-12,Love Don't Cost a Thing,FALSE
6964,tt0337741,en,Something's Gotta Give,2003-12-12,Something's Gotta Give,FALSE
1792,tt0338466,en,Stuck on You,2003-12-10,Stuck on You,FALSE
3635,tt0335119,en,Girl with a Pearl Earring,2003-08-31,Girl with a Pearl Earring,FALSE
41488,tt0340376,en,The Statement,2003-12-12,The Statement,FALSE
122,tt0167260,en,The Lord of the Rings: The Return of the King,2003-12-01,The Lord of the Rings: The Return of the King,FALSE
11820,tt0304415,en,Mona Lisa Smile,2003-12-19,Mona Lisa Smile,FALSE
8696,tt0337909,en,Calendar Girls,2003-09-02,Calendar Girls,FALSE
12698,tt0317910,en,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003-12-09,The Fog of War,FALSE
19187,tt0317640,en,The Hebrew Hammer,2003-01-01,The Hebrew Hammer,FALSE
11093,tt0315983,en,House of Sand and Fog,2003-12-19,House of Sand and Fog,FALSE
47952,tt0304857,en,Two Men Went To War,2002-01-01,Two Men Went To War,FALSE
504,tt0340855,en,Monster,2003-11-16,Monster,FALSE
11007,tt0349205,en,Cheaper by the Dozen,2003-12-24,Cheaper by the Dozen,FALSE
2289,tt0159365,en,Cold Mountain,2003-12-24,Cold Mountain,FALSE
9620,tt0338337,en,Paycheck,2003-12-25,Paycheck,FALSE
10601,tt0316396,en,Peter Pan,2003-12-25,Peter Pan,FALSE
52036,tt0335013,en,The Company,2003-09-10,The Company,FALSE
42418,tt0318850,en,Young Black Stallion,2003-12-25,Young Black Stallion,FALSE
13433,tt0304229,en,Japanese Story,2003-09-25,Japanese Story,FALSE
35712,tt0287963,fr,Choses secrètes,2002-10-16,Secret Things,FALSE
14844,tt0360139,en,Chasing Liberty,2004-01-09,Chasing Liberty,FALSE
26710,tt0332712,en,My Baby's Daddy,2004-01-09,My Baby's Daddy,FALSE
37088,tt0364930,en,Aileen: Life and Death of a Serial Killer,2003-09-09,Aileen: Life and Death of a Serial Killer,FALSE
31026,tt0346094,tr,Uzak,2002-12-20,Distant,FALSE
5966,tt0343135,en,Along Came Polly,2004-01-16,Along Came Polly,FALSE
24034,tt0350194,en,Teacher's Pet,2004-01-16,Teacher's Pet,FALSE
10718,tt0329691,en,Torque,2004-01-16,Torque,FALSE
40427,tt0371280,fa,طلای سرخ,2003-09-12,Crimson Gold,FALSE
14757,tt0368913,ps,Osama,2003-05-20,Osama,FALSE
11034,tt0071577,en,The Great Gatsby,1974-03-27,The Great Gatsby,FALSE
25095,tt0104181,en,Wuthering Heights,1992-10-16,Wuthering Heights,FALSE
26983,tt0053133,en,Odds Against Tomorrow,1959-10-15,Odds Against Tomorrow,FALSE
30080,tt0059712,en,Ship of Fools,1965-07-29,Ship of Fools,FALSE
52867,tt0060636,en,Lord Love a Duck,1966-02-21,Lord Love a Duck,FALSE
42599,tt0066449,en,There's a Girl in My Soup,1970-12-15,There's a Girl in My Soup,FALSE
65012,tt0061089,en,This Property Is Condemned,1966-08-03,This Property Is Condemned,FALSE
44801,tt0093828,en,Real Men,1987-09-25,Real Men,FALSE
27465,tt0101625,en,Once Upon a Crime,1992-03-06,Once Upon a Crime,FALSE
83726,tt0092646,en,Beyond Therapy,1987-02-27,Beyond Therapy,FALSE
24782,tt0094819,en,Buster,1988-09-16,Buster,FALSE
31395,tt0109376,en,"Car 54, Where Are You?",1994-01-28,"Car 54, Where Are You?",FALSE
131313,tt0065911,en,Jane Eyre,1971-06-04,Jane Eyre,FALSE
34151,tt0103827,en,Blame It on the Bellboy,1992-03-06,Blame It on the Bellboy,FALSE
15797,tt0107750,en,Only the Strong,1993-08-27,Only the Strong,FALSE
9548,tt0098987,en,The Adventures of Ford Fairlane,1990-07-11,The Adventures of Ford Fairlane,FALSE
1937,tt0051429,en,Bonjour Tristesse,1958-03-17,Bonjour Tristesse,FALSE
26712,tt0043503,en,The Enforcer,1951-02-24,The Enforcer,FALSE
1882,tt0042727,en,The Men,1950-07-20,The Men,FALSE
70627,tt0073796,en,Ransom,1975-03-13,Ransom,FALSE
17258,tt0093737,en,The Pick-up Artist,1987-09-18,The Pick-up Artist,FALSE
34681,tt0323633,en,Melvin Goes to Dinner,2003-12-04,Melvin Goes to Dinner,FALSE
118910,tt0047956,en,The Court-Martial of Billy Mitchell,1955-12-31,The Court-Martial of Billy Mitchell,FALSE
6277,tt0310924,en,Crime Spree,2003-04-16,Crime Spree,FALSE
11429,tt0222812,fr,Beyond Re-Animator,2003-04-04,Beyond Re-Animator,FALSE
47072,tt0162958,en,Final Cut,1998-11-13,Final Cut,FALSE
33642,tt0061758,en,Hells Angels on Wheels,1967-06-01,Hells Angels on Wheels,FALSE
14815,tt0073906,en,The Wind and the Lion,1975-10-26,The Wind and the Lion,FALSE
427,tt0050706,fr,Mon oncle,1958-05-10,Mon oncle,FALSE
43049,tt0054469,en,Where the Boys Are,1960-12-28,Where the Boys Are,FALSE
3022,tt0033553,en,Dr. Jekyll and Mr. Hyde,1941-08-12,Dr. Jekyll and Mr. Hyde,FALSE
778,tt0046487,fr,Les Vacances de Monsieur Hulot,1953-02-26,Monsieur  Hulot's Holiday,FALSE
3088,tt0038762,en,My Darling Clementine,1946-12-03,My Darling Clementine,FALSE
23152,tt0043915,en,People Will Talk,1951-08-29,People Will Talk,FALSE
23567,tt0041498,en,I Was a Male War Bride,1949-08-19,I Was a Male War Bride,FALSE
102057,tt0061581,en,Divorce American Style,1967-06-21,Divorce American Style,FALSE
52367,tt0050599,en,Kiss Them for Me,1957-12-10,Kiss Them for Me,FALSE
22584,tt0037382,en,To Have and Have Not,1944-10-11,To Have and Have Not,FALSE
27725,tt0033717,en,High Sierra,1941-01-25,High Sierra,FALSE
16227,tt0039302,en,Dark Passage,1947-09-27,Dark Passage,FALSE
980,tt0036244,en,The Ox-Bow Incident,1943-03-11,The Ox-Bow Incident,FALSE
16933,tt0033149,en,They Drive by Night,1940-07-27,They Drive by Night,FALSE
42094,tt0087718,en,Micki & Maude,1984-12-21,Micki & Maude,FALSE
26884,tt0022268,en,Platinum Blonde,1931-10-31,Platinum Blonde,FALSE
37833,tt0028346,en,Reefer Madness,1936-01-15,Reefer Madness,FALSE
18995,tt0042369,en,D.O.A.,1950-04-30,D.O.A.,FALSE
43759,tt0040185,en,The Boy with Green Hair,1948-11-16,The Boy with Green Hair,FALSE
5205,tt0076578,en,Pumping Iron,1977-01-18,Pumping Iron,FALSE
2017,tt0292610,en,No Good Deed,2002-06-28,No Good Deed,FALSE
38606,tt0061122,en,The Trouble with Angels,1966-03-29,The Trouble with Angels,FALSE
14239,tt0104009,en,Cool World,1992-07-10,Cool World,FALSE
55448,tt0107594,en,Money for Nothing,1993-09-10,Money for Nothing,FALSE
21779,tt0060980,en,The Silencers,1966-02-18,The Silencers,FALSE
71189,tt0063800,en,"Where Angels Go, Trouble Follows",1968-04-10,"Where Angels Go, Trouble Follows",FALSE
67794,tt0084058,en,Heat and Dust,1983-01-01,Heat and Dust,FALSE
73515,tt0091513,en,Mesmerized,1985-11-18,Mesmerized,FALSE
405,tt0047528,it,La strada,1954-07-16,La Strada,FALSE
9696,tt0296042,ja,Koroshiya 1,2001-12-22,Ichi the Killer,FALSE
4917,tt0072730,en,A Boy and His Dog,1975-11-20,A Boy and His Dog,FALSE
37774,tt0074777,en,The Last Tycoon,1976-11-18,The Last Tycoon,FALSE
5055,tt0052080,pl,Popiól i diament,1958-10-03,Ashes and Diamonds,FALSE
40140,tt0064639,en,Marooned,1969-12-11,Marooned,FALSE
42040,tt0089420,en,King David,1985-03-29,King David,FALSE
29933,tt0050585,pl,Kanał,1957-04-20,Kanał,FALSE
35888,tt0097028,en,Cat Chaser,1989-01-01,Cat Chaser,FALSE
3059,tt0006864,en,Intolerance: Love's Struggle Throughout the Ages,1916-09-04,Intolerance: Love's Struggle Throughout the Ages,FALSE
22727,tt0054673,en,The Beast of Yucca Flats,1961-06-02,The Beast of Yucca Flats,FALSE
28586,tt0054393,en,Tormented,1960-09-22,Tormented,FALSE
56157,tt0049922,en,The Violent Years,1956-01-01,The Violent Years,FALSE
11708,tt0062803,en,Chitty Chitty Bang Bang,1968-12-16,Chitty Chitty Bang Bang,FALSE
27329,tt0290879,th,สุริโยไท,2001-08-17,The Legend of Suriyothai,FALSE
42514,tt0067589,en,Plaza Suite,1971-05-12,Plaza Suite,FALSE
20444,tt0066193,en,The Out of Towners,1970-05-28,The Out of Towners,FALSE
17736,tt0105810,en,Where the Day Takes You,1992-09-11,Where the Day Takes You,FALSE
114046,tt0056580,en,The Three Stooges in Orbit,1962-07-04,The Three Stooges in Orbit,FALSE
82283,tt0018033,en,It,1927-02-15,It,FALSE
1954,tt0289879,en,The Butterfly Effect,2004-01-22,The Butterfly Effect,FALSE
13476,tt0335559,en,Win a Date with Tad Hamilton!,2004-01-23,Win a Date with Tad Hamilton!,FALSE
11194,tt0379557,en,Touching the Void,2003-09-05,Touching the Void,FALSE
12634,tt0315824,en,The Big Bounce,2004-01-30,The Big Bounce,FALSE
13505,tt0314498,en,The Perfect Score,2004-01-30,The Perfect Score,FALSE
14114,tt0365957,en,You Got Served,2004-01-30,You Got Served,FALSE
15708,tt0345551,en,Latter Days,2003-07-10,Latter Days,FALSE
21301,tt0337579,en,Barbershop 2:  Back in Business,2004-01-20,Barbershop 2:  Back in Business,FALSE
20483,tt0337917,en,Catch That Kid,2004-02-06,Catch That Kid,FALSE
14292,tt0349825,en,Miracle,2004-02-06,Miracle,FALSE
44539,tt0234940,en,Un couple épatant,2002-09-12,An Amazing Couple,FALSE
1278,tt0309987,en,The Dreamers,2003-09-01,The Dreamers,FALSE
18841,tt0307109,en,The Lost Skeleton of Cadavra,2001-09-12,The Lost Skeleton of Cadavra,FALSE
25925,tt0108560,en,Who's the Man?,1993-04-23,Who's the Man?,FALSE
32035,tt0100065,en,Love at Large,1990-03-09,Love at Large,FALSE
74395,tt0101998,en,Hangin' With The Homeboys,1991-04-05,Hangin' With The Homeboys,FALSE
19361,tt0111218,en,Sleep with Me,1994-01-01,Sleep with Me,FALSE
81824,tt0091310,en,Just Between Friends,1986-03-21,Just Between Friends,FALSE
21968,tt0069332,en,Super Fly,1972-08-04,Super Fly,FALSE
29493,tt0076543,en,A Piece of the Action,1977-10-07,A Piece of the Action,FALSE
29473,tt0073282,en,Let's Do It Again,1975-10-11,Let's Do It Again,FALSE
29464,tt0072351,en,Uptown Saturday Night,1974-07-26,Uptown Saturday Night,FALSE
37900,tt0129136,en,Hell's Kitchen,1998-09-11,Hell's Kitchen,FALSE
91390,tt0106185,en,The Innocent,1993-09-16,The Innocent,FALSE
33557,tt0166158,en,Daddy and Them,2001-10-26,Daddy and Them,FALSE
7008,tt0073901,en,The Wilby Conspiracy,1975-02-01,The Wilby Conspiracy,FALSE
30566,tt0068284,en,Blacula,1972-08-25,Blacula,FALSE
42466,tt0070656,en,Scream Blacula Scream,1973-06-27,Scream Blacula Scream,FALSE
76176,tt0245943,en,Da Hip Hop Witch,2000-10-31,Da Hip Hop Witch,FALSE
18446,tt0088213,en,Swing Shift,1984-04-13,Swing Shift,FALSE
22004,tt0105636,en,Trespass,1992-12-25,Trespass,FALSE
11023,tt0328538,en,Thirteen,2003-08-20,Thirteen,FALSE
47802,tt0105411,en,Simple Men,1992-10-14,Simple Men,FALSE
92298,tt0075161,en,The Sailor Who Fell from Grace with the Sea,1976-04-11,The Sailor Who Fell from Grace with the Sea,FALSE
35227,tt0013140,en,Foolish Wives,1922-01-11,Foolish Wives,FALSE
29852,tt0070694,en,"Silent Night, Bloody Night",1972-11-01,"Silent Night, Bloody Night",FALSE
23001,tt0039825,en,The Sin of Harold Diddlebock,1947-04-04,The Sin of Harold Diddlebock,FALSE
51049,tt0110867,en,Pontiac Moon,1994-11-03,Pontiac Moon,FALSE
11221,tt0086955,en,Best Defense,1984-07-20,Best Defense,FALSE
1824,tt0343660,en,50 First Dates,2004-02-13,50 First Dates,FALSE
16784,tt0361925,en,Welcome to Mooseport,2004-02-24,Welcome to Mooseport,FALSE
44674,tt0233230,fr,Après la vie,2002-09-12,After Life,FALSE
292090,tt0293146,en,Face,2002-01-01,Face,FALSE
11083,tt0323872,no,Salmer fra kjøkkenet,2003-01-01,Kitchen Stories,FALSE
54045,tt0304391,en,The Code,2002-10-22,The Code,FALSE
337,tt0329388,fr,Monsieur Ibrahim et les fleurs du Coran,2003-12-03,Monsieur Ibrahim,FALSE
11951,tt0067927,en,Vanishing Point,1971-01-15,Vanishing Point,FALSE
43376,tt0042619,fr,Journal d'un curé de campagne,1951-02-07,Diary of a Country Priest,FALSE
28963,tt0015400,en,The Thief of Bagdad,1924-03-18,The Thief of Bagdad,FALSE
2576,tt0052738,en,The Diary of Anne Frank,1959-03-18,The Diary of Anne Frank,FALSE
22561,tt0074121,it,Allegro non troppo,1976-03-12,Allegro non troppo,FALSE
19345,tt0090738,en,Black Widow,1987-02-06,Black Widow,FALSE
14430,tt0221344,es,La ley de Herodes,1999-11-09,Herod's Law,FALSE
12775,tt0089153,en,Flesh + Blood,1985-08-30,Flesh + Blood,FALSE
9838,tt0089421,en,King Solomon's Mines,1985-03-20,King Solomon's Mines,FALSE
50075,tt0016654,en,The Black Pirate,1926-03-08,The Black Pirate,FALSE
2099,tt0091828,en,Raw Deal,1986-06-06,Raw Deal,FALSE
42852,tt0031385,en,"Goodbye, Mr. Chips",1939-07-28,"Goodbye, Mr. Chips",FALSE
40454,tt0060420,en,"Follow Me, Boys!",1966-12-01,"Follow Me, Boys!",FALSE
6470,tt0099575,en,Fire Birds,1990-05-25,Fire Birds,FALSE
20032,tt0301777,en,Robot Stories,2003-01-01,Robot Stories,FALSE
8842,tt0312329,en,Against the Ropes,2004-02-20,Against the Ropes,FALSE
11132,tt0361467,en,Confessions of a Teenage Drama Queen,2004-02-17,Confessions of a Teenage Drama Queen,FALSE
9352,tt0356150,en,EuroTrip,2004-02-20,EuroTrip,FALSE
615,tt0335345,en,The Passion of the Christ,2004-02-25,The Passion of the Christ,FALSE
11217,tt0331953,en,Club Dread,2004-02-27,Club Dread,FALSE
10677,tt0338096,en,Dirty Dancing: Havana Nights,2004-02-27,Dirty Dancing: Havana Nights,FALSE
13572,tt0315297,en,Twisted,2004-02-27,Twisted,FALSE
30735,tt0349079,en,Alila,2003-06-06,Alila,FALSE
338,tt0301357,de,"Good bye, Lenin!",2003-02-09,"Good bye, Lenin!",FALSE
2023,tt0317648,en,Hidalgo,2004-03-05,Hidalgo,FALSE
9384,tt0335438,en,Starsky & Hutch,2004-03-05,Starsky & Hutch,FALSE
25935,tt0258816,en,The Reckoning,2003-08-06,The Reckoning,FALSE
797,tt0060827,sv,Persona,1966-10-18,Persona,FALSE
42602,tt0064793,sv,En passion,1969-11-10,The Passion of Anna,FALSE
60792,tt0056671,en,Walk on the Wild Side,1962-03-20,Walk on the Wild Side,FALSE
70113,tt0041967,en,Tokyo Joe,1949-10-26,Tokyo Joe,FALSE
47474,tt0076686,en,The Serpent's Egg,1977-10-28,The Serpent's Egg,FALSE
56188,tt0050397,en,Fire Down Below,1957-05-30,Fire Down Below,FALSE
29084,tt0035753,fr,Le Corbeau,1943-09-28,Le Corbeau,FALSE
1723,tt0074554,en,The Front,1976-09-17,The Front,FALSE
25955,tt0046187,en,Pickup on South Street,1953-05-29,Pickup on South Street,FALSE
41876,tt0064118,it,La caduta degli dei,1969-10-13,The Damned,FALSE
62190,tt0270197,en,American Gun,2002-06-13,American Gun,FALSE
43323,tt0049674,en,Richard III,1955-12-13,Richard III,FALSE
67022,tt0082964,fr,Quartet,1981-05-20,Quartet,FALSE
24548,tt0089393,en,Just One of the Guys,1985-04-26,Just One of the Guys,FALSE
31602,tt0060232,en,The Chase,1966-02-17,The Chase,FALSE
57744,tt0095454,en,The Kiss,1988-10-14,The Kiss,FALSE
37044,tt0210389,en,Wisconsin Death Trip,1999-09-05,Wisconsin Death Trip,FALSE
42989,tt0056704,en,The Wrong Arm of the Law,1963-03-17,The Wrong Arm of the Law,FALSE
17047,tt0358349,en,Agent Cody Banks 2: Destination London,2004-06-24,Agent Cody Banks 2: Destination London,FALSE
10591,tt0265208,en,The Girl Next Door,2004-04-09,The Girl Next Door,FALSE
1586,tt0363988,en,Secret Window,2004-03-12,Secret Window,FALSE
11169,tt0360009,en,Spartan,2004-03-12,Spartan,FALSE
49689,tt0317842,he,Knafayim Shvurot,2002-10-24,Broken Wings,FALSE
266687,tt0371683,en,Games People Play,2004-03-12,Games People Play,FALSE
66660,tt0303348,en,How to Draw a Bunny,2002-01-01,How to Draw a Bunny,FALSE
156,tt0329767,da,Wilbur begår selvmord,2002-11-08,Wilbur Wants to Kill Himself,FALSE
2778,tt0109447,en,Clifford,1994-04-01,Clifford,FALSE
10433,tt0107473,en,Mad Dog and Glory,1993-03-05,Mad Dog and Glory,FALSE
47168,tt0118172,en,The Wind in the Willows,1996-10-16,The Wind in the Willows,FALSE
58995,tt0082810,en,Night Crossing,1982-02-05,Night Crossing,FALSE
43236,tt0050839,en,Peyton Place,1957-12-13,Peyton Place,FALSE
142168,tt0318049,en,Searching for Debra Winger,2002-07-13,Searching for Debra Winger,FALSE
40752,tt0094288,en,Walk Like a Man,1987-03-01,Walk Like a Man,FALSE
924,tt0363547,en,Dawn of the Dead,2004-03-19,Dawn of the Dead,FALSE
38,tt0338013,en,Eternal Sunshine of the Spotless Mind,2004-03-19,Eternal Sunshine of the Spotless Mind,FALSE
11081,tt0364045,en,Taking Lives,2004-03-19,Taking Lives,FALSE
4377,tt0355683,de,Ein Leben lang kurze Hosen tragen,2002-01-01,The Child I Never Was,FALSE
16941,tt0332658,en,Intermission,2003-08-29,Intermission,FALSE
1720,tt0351461,is,Nói albínói,2003-02-28,Noi the Albino,FALSE
9541,tt0300051,en,Jersey Girl,2004-03-25,Jersey Girl,FALSE
5516,tt0335245,en,The Ladykillers,2004-03-25,The Ladykillers,FALSE
20304,tt0354766,en,Never Die Alone,2004-03-26,Never Die Alone,FALSE
11024,tt0331632,en,Scooby-Doo 2: Monsters Unleashed,2004-03-24,Scooby-Doo 2: Monsters Unleashed,FALSE
53734,tt0305583,en,A Foreign Affair,2003-01-21,A Foreign Affair,FALSE
553,tt0276919,da,Dogville,2003-05-19,Dogville,FALSE
10544,tt0277941,en,Ned Kelly,2003-03-22,Ned Kelly,FALSE
1487,tt0167190,en,Hellboy,2004-04-02,Hellboy,FALSE
13700,tt0299172,en,Home on the Range,2004-04-02,Home on the Range,FALSE
11137,tt0337697,en,The Prince & Me,2004-03-28,The Prince & Me,FALSE
11358,tt0351977,en,Walking Tall,2004-04-02,Walking Tall,FALSE
13573,tt0301976,en,The United States of Leland,2003-01-18,The United States of Leland,FALSE
19084,tt0359517,en,Johnson Family Vacation,2004-04-07,Johnson Family Vacation,FALSE
10733,tt0318974,en,The Alamo,2004-04-07,The Alamo,FALSE
14442,tt0327679,en,Ella Enchanted,2004-04-09,Ella Enchanted,FALSE
2122,tt0327247,en,The Whole Ten Yards,2004-04-07,The Whole Ten Yards,FALSE
25300,tt0326977,it,Io non ho paura,2003-02-08,I'm Not Scared,FALSE
14576,tt0323939,en,Shade,2003-05-18,Shade,FALSE
13432,tt0336264,fr,Depuis qu'Otar est parti...,2003-09-17,Since Otar Left,FALSE
26636,tt0315110,en,Twentynine Palms,2003-09-17,Twentynine Palms,FALSE
6844,tt0049833,en,The Ten Commandments,1956-10-05,The Ten Commandments,FALSE
923,tt0077402,en,Dawn of the Dead,1978-09-02,Dawn of the Dead,FALSE
2587,tt0069824,it,"Fratello sole, sorella luna",1972-03-03,"Brother Sun, Sister Moon",FALSE
3591,tt0060782,en,One Million Years B.C.,1966-12-01,One Million Years B.C.,FALSE
28026,tt0307351,en,Prey for Rock & Roll,2003-01-20,Prey for Rock & Roll,FALSE
26176,tt0074923,en,"Mother, Jugs & Speed",1976-01-01,"Mother, Jugs & Speed",FALSE
41857,tt0062708,en,Bandolero!,1968-06-01,Bandolero!,FALSE
78364,tt0090036,en,The Slugger's Wife,1985-03-29,The Slugger's Wife,FALSE
10338,tt0059797,en,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,1965-06-03,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,FALSE
33839,tt0042327,en,Cheaper by the Dozen,1950-03-31,Cheaper by the Dozen,FALSE
133919,tt0070644,sv,Scener ur ett äktenskap,1973-04-11,Scenes from a Marriage,FALSE
95548,tt0058930,en,Baby the Rain Must Fall,1965-01-12,Baby the Rain Must Fall,FALSE
50549,tt0044410,en,Belles on their Toes,1952-05-01,Belles on their Toes,FALSE
38978,tt0066130,en,Ned Kelly,1970-07-01,Ned Kelly,FALSE
92331,tt0096921,en,Beyond the Stars,1989-01-01,Beyond the Stars,FALSE
111883,tt0104783,en,Mac,1992-09-17,Mac,FALSE
42245,tt0074540,en,The Food of the Gods,1976-06-18,The Food of the Gods,FALSE
68347,tt0097371,en,Food of the Gods II,1989-05-18,Food of the Gods II,FALSE
89488,tt0094661,de,Anna – Der Film,1988-12-15,Anna,FALSE
34082,tt0045094,en,Road to Bali,1952-01-01,Road to Bali,FALSE
22999,tt0031322,en,The Flying Deuces,1939-10-28,The Flying Deuces,FALSE
20278,tt0041098,en,Africa Screams,1949-05-04,Africa Screams,FALSE
18698,tt0044762,en,Jack and the Beanstalk,1952-01-01,Jack and the Beanstalk,FALSE
